pai_version,fiscal_year,theme_number,theme_slug,indicator_id,mandatory,kind,indicator,numerator,denominator,source_url,retrieved_utc
PAI 2.0,2023-2024,7,t7_socially_just_and_socially_secured_panchayat,703,Mandatory,ratio,Percentage of households that availed employment through Mahatma Gandhi NREGS,Total number of Households that were offered employment under MGNREGS during the reference year,Total number of Households that demanded employment under MGNREGS during the reference year,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=7&s=2,2026-09-06T06:50:29Z
PAI 2.0,2023-2024,7,t7_socially_just_and_socially_secured_panchayat,706,Mandatory,ratio,Precentage of Eligible Senior Citizens/Old Age Persons receiving Pensions under any State Specific scheme in the Gram Panchayat,Total number of old age persons/Senior Citizen receiving pension under Old Age Pension Schemes of State Government,Total number of Eligible Old Persons/Senior Citizen for Old Age Pension Scheme of State Government,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=7&s=2,2026-09-06T06:50:29Z
PAI 2.0,2023-2024,7,t7_socially_just_and_socially_secured_panchayat,709,Mandatory,binary,Whether any atrocities / crime against SC/ST reported from Gram Panchayat during reference year,Whether any atrocities / crime against SC/ST reported from Gram Panchayat during reference year,,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=7&s=2,2026-09-06T06:50:29Z
PAI 2.0,2023-2024,8,t8_panchayat_with_good_governance,32,Mandatory,binary,Whether the Gram Panchayat has the Disaster Management Plan,Whether the Gram Panchayat has the Disaster Management Plan,,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=8&s=2,2026-09-06T06:50:29Z
PAI 2.0,2023-2024,8,t8_panchayat_with_good_governance,466,Mandatory,binary,Whether the CSC is co-located in Gram Panchayat/ Gram Panchayat Bhawan,Whether the CSC is co-located in Gram Panchayat/ Gram Panchayat Bhawan,,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=8&s=2,2026-09-06T06:50:29Z
PAI 2.0,2023-2024,8,t8_panchayat_with_good_governance,467,Mandatory,binary,Whether online services are being provided at Gram Panchayat,Whether online services provided at Gram Panchayat ?,,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=8&s=2,2026-09-06T06:50:29Z
PAI 2.0,2023-2024,8,t8_panchayat_with_good_governance,478,Mandatory,binary,Whether Gram Panchayat has closed provisional accounts in eGramSwaraj Portal within 15 days from the end of year before the reference year (that is by 15th April 2023),Whether Gram Panchayat has closed provisional accounts in eGramSwaraj Portal within 15 days from the end of year before the reference year (that is by 15th April 2023),,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=8&s=2,2026-09-06T06:50:29Z
PAI 2.0,2023-2024,8,t8_panchayat_with_good_governance,483,Mandatory,binary,Whether Gram Panchayat Development Plan (24-25) approved and uploaded on eGS portal prior to 31st March 2024,Whether Gram Panchayat Development Plan (24-25) approved and uploaded on eGS portal prior to 31st March 2024,,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=8&s=2,2026-09-06T06:50:29Z
PAI 2.0,2023-2024,8,t8_panchayat_with_good_governance,496,Mandatory,binary,Whether Gram Panchayat accounts read out in the Gram Sabha,Whether Gram Panchayat accounts read out in the Gram Sabha?,,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=8&s=2,2026-09-06T06:50:29Z
PAI 2.0,2023-2024,8,t8_panchayat_with_good_governance,504,Mandatory,binary,"Whether the List of beneficiaries of all Schemes (MGNREGs, Pension, Housing, Food Security etc) displayed in Gram Panchayat","Whether the List of beneficiaries of all Schemes (MGNREGs, Pension, Housing, Food Security etc) displayed in Gram Panchayat",,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=8&s=2,2026-09-06T06:50:29Z
PAI 2.0,2023-2024,8,t8_panchayat_with_good_governance,505,Mandatory,binary,"Whether the List of beneficiaries of all Schemes (MGNREGs, Pension, Housing, Food Security etc) is approved in the Gram Sabha","Whether the List of beneficiaries of all Schemes (MGNREGs, Pension, Housing, Food Security etc) is approved in the Gram Sabha",,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=8&s=2,2026-09-06T06:50:29Z
PAI 2.0,2023-2024,8,t8_panchayat_with_good_governance,507,Mandatory,binary,Whether the list of development work display in the Gram Panchayat Bhawan/ Panchayat Ghar,Whether the list of development work display in the Gram Panchayat Bhawan/ Panchayat Ghar,,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=8&s=2,2026-09-06T06:50:29Z
PAI 2.0,2023-2024,8,t8_panchayat_with_good_governance,530,Mandatory,binary,Whether Mahila Sabha conducted in Gram Panchayat during reference year,Whether Mahila Sabha conducted in Gram Panchayat during reference year,,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=8&s=2,2026-09-06T06:50:29Z
PAI 2.0,2023-2024,8,t8_panchayat_with_good_governance,532,Mandatory,binary,Whether Bal Sabha is conducted in Gram Panchayat during reference year,Whether Bal Sabha is conducted in Gram Panchayat during reference year,,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=8&s=2,2026-09-06T06:50:29Z
PAI 2.0,2023-2024,8,t8_panchayat_with_good_governance,678,Mandatory,ratio,Percentage increase in OSR (Own Source Revenue) by Gram Panchayat in reference year,Total OSR (Own Source Revenue) generated during reference year 23-24,Total OSR (Own Source Revenue) generated during 22-23,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=8&s=2,2026-09-06T06:50:29Z
PAI 2.0,2023-2024,8,t8_panchayat_with_good_governance,710,Mandatory,binary,Whether any Grievance Handling system is available in Gram Panchayat,Whether any Grievance Handling system is available in Gram Panchayat,,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=8&s=2,2026-09-06T06:50:29Z
PAI 2.0,2023-2024,8,t8_panchayat_with_good_governance,717,Mandatory,binary,Whether Gram Sabha has been conducted during the reference year,Whether Gram Sabha has been conducted during the reference year,,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=8&s=2,2026-09-06T06:50:29Z
PAI 2.0,2023-2024,8,t8_panchayat_with_good_governance,720,Mandatory,binary,Whether panchayat is doing procurement through GEM (Governement eMarkplace),Whether Gram Panchayat is doing procurement through GEM (Governement eMarkplace),,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=8&s=2,2026-09-06T06:50:29Z
PAI 2.0,2023-2024,8,t8_panchayat_with_good_governance,721,Mandatory,binary,Whether Panchayat Nirnay app being used for scheduling of Gram Sabha Meetings and for uploading decisions taken during the meeting,Whether Panchayat Nirnay app being used for scheduling of Gram Sabha Meetings and for uploading decisions taken during the meeting,,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=8&s=2,2026-09-06T06:50:29Z
PAI 2.0,2023-2024,8,t8_panchayat_with_good_governance,722,Mandatory,binary,Whether regular Gram Sabha/ GP Meeting held regularly during the reference year,Whether regular Gram Sabha/ GP Meeting held regularly during the reference year,,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=8&s=2,2026-09-06T06:50:29Z
PAI 2.0,2023-2024,8,t8_panchayat_with_good_governance,723,Mandatory,binary,"Whether relevant Line Departments (Health, Women & Child Development, Education, Agriculture, Rural Development etc) participated in preparation of Gram Panchayat Development Plan (GPDP)/ Village Level Development Plan (VLDP) during reference year","Whether relevant Line Departments (Health, Women & Child Development, Education, Agriculture, Rural Development etc) participated in preparation of Gram Panchayat Development Plan (GPDP)/ Village Level Development Plan (VLDP) during reference year",,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=8&s=2,2026-09-06T06:50:29Z
PAI 2.0,2023-2024,8,t8_panchayat_with_good_governance,724,Mandatory,binary,Whether meeting of Standing Committee are conducting regularly during the reference year,Whether meeting of Standing Committee are conducting regularly during the reference year,,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=8&s=2,2026-09-06T06:50:29Z
PAI 2.0,2023-2024,8,t8_panchayat_with_good_governance,727,Mandatory,binary,Whether VPRP (Village Prosperity Resilience Plan) has been discussed in Gram Sabha for incorporating into Gram Panchayat Development Plan (GPDP)/ Village level Development Plan (VLDP) during reference year,Whether VPRP (Village Prosperity Resilience Plan) has been discussed in Gram Sabha for incorporating into Gram Panchayat Development Plan (GPDP)/ Village level Development Plan (VLDP) during reference year,,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=8&s=2,2026-09-06T06:50:29Z
PAI 2.0,2023-2024,8,t8_panchayat_with_good_governance,731,Mandatory,ratio,Percentage of activities initiated out of activity planned in Gram Panchayat Development Plan (GPDP) by the Gram Panchayat during the reference year,Total activity initiated from GPDP during the reference year,Total activity planned in GPDP during the reference year,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=8&s=2,2026-09-06T06:50:29Z
PAI 2.0,2023-2024,8,t8_panchayat_with_good_governance,732,Mandatory,ratio,Percentage of activities completed out of total activities initiated by the Gram Panchayat during the reference year,Total activity completed during the reference year,Total activity initiated during the reference year,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=8&s=2,2026-09-06T06:50:29Z
PAI 2.0,2023-2024,8,t8_panchayat_with_good_governance,733,Mandatory,binary,Whether the Gram Panchayat office is open during official working hours on all working days?,Whether the Gram Panchayat office is open during official working hours on all working days?,,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=8&s=2,2026-09-06T06:50:29Z
PAI 2.0,2023-2024,8,t8_panchayat_with_good_governance,739,Mandatory,binary,Whether GP Profile has been updated in eGS Portal during the reference year,Whether GP Profile has been updated in eGS Portal during the reference year,,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=8&s=2,2026-09-06T06:50:29Z
PAI 2.0,2023-2024,8,t8_panchayat_with_good_governance,740,Mandatory,binary,Whether QR Code of Meri Panchayat Application has been displayed in the office of Gram Panchayat,Whether QR Code of Meri Panchayat Application has been displayed in the office of Gram Panchayat,,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=8&s=2,2026-09-06T06:50:29Z
PAI 2.0,2023-2024,8,t8_panchayat_with_good_governance,757,Mandatory,binary,Whether online payment facility available at Gram Panchayat for receiving taxes/ fees/ dues etc,Whether online payment facility available at Gram Panchayat for receiving taxes/ fees/ dues etc,,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=8&s=2,2026-09-06T06:50:29Z
PAI 2.0,2023-2024,9,t9_women_friendly_panchayat,39,Mandatory,ratio,Percentage of births attended by skilled health personnel or institutional delivery (Period 1 year) during reference year,Number of Home Deliveries attended by Skill Birth Attendant (SBA) (Doctor/Nurse/ANM) + Number of Institutional Deliveries conducted (Including C-Sections),Total number of Deliveries Reported (Home - Skill Birth Attendant Skill Birth Attendant (SBA) + Home - Non-SBA + Institutional),https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=9&s=2,2026-09-06T06:50:29Z
PAI 2.0,2023-2024,9,t9_women_friendly_panchayat,70,Mandatory,ratio,Percentage of Pregnant Women and lactating mothers registered under ICDS out of total Pregnant Women and lactating mothers,Total number of registered Pregnant Women and Lactating Mothers under ICDS,Total number of Pregnant Women and Lactating Mothers,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=9&s=2,2026-09-06T06:50:29Z
PAI 2.0,2023-2024,9,t9_women_friendly_panchayat,92,Mandatory,number,Ratio of female-male enrolled in Primary,Ratio of female-male enrolled in Primary,,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=9&s=2,2026-09-06T06:50:29Z
PAI 2.0,2023-2024,9,t9_women_friendly_panchayat,93,Mandatory,number,Ratio of female-male enrolled in Upper Primary,Ratio of female-male enrolled in Upper Primary,,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=9&s=2,2026-09-06T06:50:29Z
PAI 2.0,2023-2024,9,t9_women_friendly_panchayat,94,Mandatory,number,Ratio of female-male enrolled in Secondary,Ratio of female-male enrolled in Secondary,,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=9&s=2,2026-09-06T06:50:29Z
PAI 2.0,2023-2024,9,t9_women_friendly_panchayat,408,Mandatory,ratio,Percentage of women (out of total eligible population) receiving social protection benefits under Pradhan Mantri matri Vandana Yojana (PMMVY),Total number of women beneficiaries receiving social protection benefits under Pradhan Mantri Vandana Yojana (PMMVY) during the reference year,Total number of women beneficiaries enrolled under Pradhan Mantri Vandana Yojana (PMMVY) during the reference year,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=9&s=2,2026-09-06T06:50:29Z
PAI 2.0,2023-2024,9,t9_women_friendly_panchayat,430,Mandatory,ratio,Sex ratio at birth,Female Live births during reference year,Male live birth during reference year,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=9&s=2,2026-09-06T06:50:29Z
PAI 2.0,2023-2024,9,t9_women_friendly_panchayat,530,Mandatory,binary,Whether Mahila Sabha conducted in Gram Panchayat during reference year,Whether Mahila Sabha conducted in Gram Panchayat during reference year,,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=9&s=2,2026-09-06T06:50:29Z
PAI 2.0,2023-2024,9,t9_women_friendly_panchayat,541,Mandatory,ratio,Percentage of girl children aged under 5 years who are underweight under Saksham Anganwadi and Mission Poshan 2.0,Total underweight girl children under 5 Years registered in Poshan Tracker under Saksham Anganwadi and Mission Poshan 2.0,Total number of children under 5 Years registered in Poshan Tracker under Saksham Anganwadi and Mission Poshan 2.0 (Age as on 31st March 2024),https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=9&s=2,2026-09-06T06:50:29Z
PAI 2.0,2023-2024,9,t9_women_friendly_panchayat,544,Optional,ratio,Percentage of girl Children under 5 years who are anemic (<11.0g/dl) (Age as on 31st March 2024),Total number of Girl Children aged under 5 years who are anemic (Age as on 31st March 2024),Total number of girl children under 5 years age in Gram Panchayat (Age as on 31st March 2024),https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=9&s=2,2026-09-06T06:50:29Z
PAI 2.0,2023-2024,9,t9_women_friendly_panchayat,550,Mandatory,ratio,Percentage of maternal death to live birth during the reference year,Total Maternal Deaths during the reference year,Total live birth in Gram Panchayat during the reference year( as on 31st March),https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=9&s=2,2026-09-06T06:50:29Z
PAI 2.0,2023-2024,9,t9_women_friendly_panchayat,556,Mandatory,ratio,Girls transition rate Primary to Upper Primary,Fresh enrolment in class 6th of Girl Children in the present year 2023- 24,Class 5th enrolment of Girl Children in the previous year (22-23),https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=9&s=2,2026-09-06T06:50:29Z
PAI 2.0,2023-2024,9,t9_women_friendly_panchayat,557,Mandatory,ratio,Girls transition rate Upper Primary to Secondary,Fresh enrolment in class 9th of Girl Children in the present year 2023- 24,Class 8th enrolment of Girl Children in the previous year (22-23),https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=9&s=2,2026-09-06T06:50:29Z
PAI 2.0,2023-2024,9,t9_women_friendly_panchayat,566,Mandatory,ratio,Percentage of Self Help Group (SHGs) accessed Bank Loans in the reference year,Total number of Self Help Group (SHGs) accessed bank loans in the reference year,Total number of Self Help Group (SHGs) in Gram Panchayat,https://pai.gov.in/MMS/Indicator/Theme-Indicators.aspx?t=9&s=2,2026-09-06T06:50:29Z
